obs_id,cached_dy_px,cached_dx_px,nominal_dy,nominal_dx,nominal_peak,applied_dy,applied_dx,applied_peak
ESP_042964_2160,-35.900001525878906,21.274999618530273,-36.20000076293945,21.0,0.43505144119262695,-0.3499999940395355,-0.15000000596046448,0.35190629959106445
ESP_066634_2210,-44.45000076293945,9.050000190734863,-44.849998474121094,8.0,0.48821717500686646,-0.5,-1.2999999523162842,0.5041636228561401
ESP_017355_2260,-36.599998474121094,35.099998474121094,3.6500000953674316,-21.0,0.009716552682220936,57.0,-33.150001525878906,0.0425412654876709
ESP_069763_2235,-15.449999809265137,4.099999904632568,-15.949999809265137,5.150000095367432,0.021537093445658684,-0.800000011920929,1.0,0.02539716474711895
