store,n_img,median_auc,mean_auc,frac_ge_0p7,pooled_pr_auc
fang_embeddings,36,0.7860028418785538,0.7714042727626607,0.8055555555555556,0.7668265471580972
fang_embeddings_f_minnaert_cubic,36,0.7590197937610526,0.7418141424674874,0.7222222222222222,0.7259546680121637
