store,n_img,median_auc,mean_auc,frac_ge_0p7,pooled_pr_auc
fang_embeddings,38,0.7903835812655231,0.7774054693961653,0.8421052631578947,0.7772901307405782
fang_embeddings_a1,38,0.7664056963273935,0.755015472271612,0.7631578947368421,0.7706745712042897
