tile,frame,n,median,iqr,p5,p25,p50,p75,p95,pn5,pn25,pn50,pn75,pn95
E-8_N32,F03_037122_2154_XN_35N008W,93326,153.171875,43.226318359375,104.57568359375,130.724609375,153.171875,173.950927734375,186.48486328125,-1.1242269351331506,-0.5192962638728079,0.0,0.48070373612719214,0.7706644827878343
E-8_N32,F09_039140_2152_XN_35N005W,840,102.0234375,120.23388671875,45.52001953125,51.65283203125,102.0234375,171.88671875,205.46997070312497,-0.46994586560211826,-0.41893851095886514,0.0,0.5810614890411349,0.8603775194018817
E-8_N32,F17_042331_2157_XN_35N007W,72111,149.08984375,27.56884765625,104.56494140625,136.9111328125,149.08984375,164.47998046875,189.06591796875,-1.61504401268132,-0.4417562565310568,0.0,0.5582437434689431,1.450045163918457
E-8_N32,F18_042964_2161_XN_36N006W,1578,140.1748046875,22.879150390625,109.31494140625,129.0302734375,140.1748046875,151.909423828125,177.93232421874998,-1.3488203344253198,-0.487104243808223,0.0,0.5128957561917771,1.6503025193943202
E-8_N32,F20_043676_2125_XN_32N005W,60955,158.3857421875,33.38671875,110.258203125,143.08251953125,158.3857421875,176.46923828125,195.787109375,-1.4415174915174918,-0.45836258336258334,0.0,0.5416374166374166,1.1202468702468702
E-8_N32,F22_044375_2155_XI_35N007W,3979,122.03125,8.697265625,111.03984375,117.80419921875,122.03125,126.50146484375,138.656640625,-1.2637772288344933,-0.48602066022905904,0.0,0.5139793397709409,1.9115652369189304
E-8_N32,F23_044797_2162_XI_36N006W,868,139.62353515625,31.7744140625,77.51142578125,123.958740234375,139.62353515625,155.733154296875,185.24301757812498,-1.9547837846144391,-0.49300027660816914,0.0,0.5069997233918309,1.43573009189538
E-8_N32,G10_022037_2152_XN_35N007W,300,62.72021484375,18.589111328125,35.7638671875,51.50830078125,62.72021484375,70.097412109375,86.040771484375,-1.45011491837512,-0.6031441667432789,0.0,0.3968558332567211,1.2545277839797218
E-8_N32,G18_025373_2147_XN_34N004W,202392,141.3515625,38.382080078125,63.847851562500004,119.5712890625,141.3515625,157.953369140625,191.95454101562498,-2.0192681266816352,-0.567459434016271,0.0,0.4325405659837291,1.3184011500321215
E-8_N32,G20_026072_2119_XN_31N006W,61304,122.28369140625,21.569580078125,92.140380859375,111.206787109375,122.28369140625,132.7763671875,152.1546875,-1.397491765611382,-0.5135428810739228,0.0,0.48645711892607724,1.3848668349387088
E-8_N32,G21_026573_2157_XN_35N005W,61528,131.9013671875,47.259033203125,74.890966796875,103.0703125,131.9013671875,150.329345703125,185.34785156249995,-1.2063386939294218,-0.6100644201412387,0.0,0.3899355798587613,1.130926317203328
E-8_N32,G22_026995_2155_XN_35N005W,36257,126.978515625,31.525390625,79.3376953125,112.1435546875,126.978515625,143.6689453125,167.873046875,-1.5111888978378043,-0.47057183569791217,0.0,0.5294281643020878,1.2971934824360325
E-8_N32,G23_027061_2127_XN_32N007W,25412,114.30810546875,16.46337890625,101.147021484375,108.051513671875,114.30810546875,124.514892578125,144.29858398437494,-0.7994157250051901,-0.3800308449743453,0.0,0.6199691550256548,1.821647833437135
E-8_N32,J01_045285_2149_XN_34N007W,1116,178.95654296875,13.911376953125,155.436279296875,170.7216796875,178.95654296875,184.633056640625,194.340087890625,-1.6907214685596954,-0.591951703199312,0.0,0.40804829680068794,1.1058247486004107
E-8_N32,J01_045364_2156_XI_35N006W,124927,156.115234375,52.81982421875,100.2310546875,124.11376953125,156.115234375,176.93359375,192.84833984375,-1.0580152530621676,-0.6058608735844696,0.0,0.3941391264155304,0.6954416454818583
E-8_N32,J03_046076_2151_XI_35N006W,142114,144.48046875,32.8447265625,103.766845703125,129.544921875,144.48046875,162.3896484375,183.869140625,-1.2395786875984895,-0.4547319596824547,0.0,0.5452680403175453,1.1992388428031993
E-8_N32,J03_046142_2165_XN_36N004W,20593,145.140625,17.158203125,123.96796875,137.5859375,145.140625,154.744140625,174.84023437499997,-1.233966989186113,-0.4402959590210586,0.0,0.5597040409789413,1.7309277177006241
