arm,tile,generation,grid_id,cell_row0,cell_col0,raster_shape,n_layers,n_predicted_tiles,n_unique_cells,abundance_mean,prob_mean,rich_share_at_0p5,head_digest,calibration_digest,n_windows,elapsed_s,cost_s,overlap_verdict,overlap_gate_layer,overlap_n_dup,overlap_n_disagree,overlap_fraction,overlap_max_abs,overlap_scalar_legacy,overlap_note,device,device_inferred,device_evidence,abundance_n_finite,abundance_sha256_present,prob_n_finite,prob_sha256_present,prob_raw_n_finite,prob_raw_sha256_present,n_masked_nodata,n_masked_context_nodata,tile_cells,raster_nodata,nodata_reconciles,n_unique_cells_matches_raster,a1_arm,a1_clip_floor,a1_clip_fraction,a1_n_frames,a1_n_frames_too_small,a1_min_frame_px,a1_fallback_pixel_fraction
baseline,E0_N44,g2_raw_fraction,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-17782,0,1479x1479,3,2266500,2187441.0,0.005325772279151358,0.25178562061613546,0.1082201632472976,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,pass,prob_raw,77715.0,242.0,0.00311394,0.0007669925689697266,242,"RAW fraction, any magnitude, pre-1e-6-floor: an UPPER BOUND on the gate quantity, not the gate quantity itself",NVIDIA GeForce RTX 2080 Ti,False,recorded in sidecar,2187441,True,2187441,True,2187441,True,0,0,2187441,0,True,True,,,,,,,
baseline,E12_N44,g1_scalar_only,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-17782,4446,1479x1479,3,2250000,2187441.0,0.010347345646055193,0.3347849129570441,0.2544182222222222,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,unknown_on_gate_layer,,,,,,0,"scalar counted on the CALIBRATED prob layer; isotonic collapses raw fp16 disagreements onto shared knots, so its 0 is not evidence",RTX 2080 Ti,True,run logs; the field postdates these renders (DECISIONS 2026-08-24e),2187441,True,2187441,True,2187441,True,0,0,2187441,0,True,True,,,,,,,
baseline,E16_N44,g2_raw_fraction,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-17782,5928,1479x1479,3,2250000,2187441.0,0.014497019952359663,0.4191295489750422,0.39423955555555557,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,pass,prob_raw,61677.0,0.0,0.0,0.0,0,"RAW fraction, any magnitude, pre-1e-6-floor: an UPPER BOUND on the gate quantity, not the gate quantity itself",NVIDIA GeForce RTX 2080 Ti,False,recorded in sidecar,2187441,True,2187441,True,2187441,True,0,0,2187441,0,True,True,,,,,,,
baseline,E4_N32,g1_scalar_only,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-13336,1482,1479x1479,3,2249896,2185837.0,0.0019954180163745984,0.16989322378498944,0.014417555300333881,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,unknown_on_gate_layer,,,,,,0,"scalar counted on the CALIBRATED prob layer; isotonic collapses raw fp16 disagreements onto shared knots, so its 0 is not evidence",RTX 2080 Ti,True,run logs; the field postdates these renders (DECISIONS 2026-08-24e),2185837,True,2185837,True,2185837,True,1206,398,2187441,1604,True,True,,,,,,,
baseline,E4_N36,g1_scalar_only,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-14818,1482,1479x1479,3,2247138,2184660.0,0.004090760005491616,0.2288894270459683,0.07061782587451237,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,unknown_on_gate_layer,,,,,,0,"scalar counted on the CALIBRATED prob layer; isotonic collapses raw fp16 disagreements onto shared knots, so its 0 is not evidence",RTX 2080 Ti,True,run logs; the field postdates these renders (DECISIONS 2026-08-24e),2184660,True,2184660,True,2184660,True,5,2776,2187441,2781,True,True,,,,,,,
baseline,E4_N40,g1_scalar_only,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-16300,1482,1479x1479,3,2250000,2187441.0,0.00432232133582148,0.22496756712857385,0.08929155555555555,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,unknown_on_gate_layer,,,,,,0,"scalar counted on the CALIBRATED prob layer; isotonic collapses raw fp16 disagreements onto shared knots, so its 0 is not evidence",RTX 2080 Ti,True,run logs; the field postdates these renders (DECISIONS 2026-08-24e),2187441,True,2187441,True,2187441,True,0,0,2187441,0,True,True,,,,,,,
baseline,E4_N44,g2_raw_fraction,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-17782,1482,1479x1479,3,2250000,2187441.0,0.004477749121648037,0.23356027735741436,0.09241466666666667,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,pass,prob_raw,61677.0,0.0,0.0,0.0,0,"RAW fraction, any magnitude, pre-1e-6-floor: an UPPER BOUND on the gate quantity, not the gate quantity itself",NVIDIA GeForce RTX 2080 Ti,False,recorded in sidecar,2187441,True,2187441,True,2187441,True,0,0,2187441,0,True,True,,,,,,,
baseline,E8_N32,g1_scalar_only,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-13336,2964,1479x1479,3,2251500,2187441.0,0.0028108962041893293,0.1962369905180506,0.021236953142349545,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,unknown_on_gate_layer,,,,,,0,"scalar counted on the CALIBRATED prob layer; isotonic collapses raw fp16 disagreements onto shared knots, so its 0 is not evidence",RTX 2080 Ti,True,run logs; the field postdates these renders (DECISIONS 2026-08-24e),2187441,True,2187441,True,2187441,True,0,0,2187441,0,True,True,,,,,,,
baseline,E8_N36,g2_raw_fraction,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-14818,2964,1479x1479,3,2250000,2187441.0,0.0045773793997235645,0.24070079845862918,0.0813568888888889,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,pass,prob_raw,61677.0,0.0,0.0,0.0,0,"RAW fraction, any magnitude, pre-1e-6-floor: an UPPER BOUND on the gate quantity, not the gate quantity itself",NVIDIA GeForce RTX 2080 Ti,False,recorded in sidecar,2187441,True,2187441,True,2187441,True,0,0,2187441,0,True,True,,,,,,,
baseline,E8_N40,g1_scalar_only,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-16300,2964,1479x1479,3,2250000,2187441.0,0.006879725125090236,0.27973405031682386,0.16723733333333332,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,unknown_on_gate_layer,,,,,,0,"scalar counted on the CALIBRATED prob layer; isotonic collapses raw fp16 disagreements onto shared knots, so its 0 is not evidence",RTX 2080 Ti,True,run logs; the field postdates these renders (DECISIONS 2026-08-24e),2187441,True,2187441,True,2187441,True,0,0,2187441,0,True,True,,,,,,,
baseline,E8_N44,g1_scalar_only,murray_v01_clon0_R3396190_ppd11855_S32_anchor_lonlat0,-17782,2964,1479x1479,3,2250000,2187441.0,0.004986281688494991,0.23570837168884276,0.11576266666666667,29e833be74e5cc151d1382caa9b5d7d7e2abf8d62597f648c6de5da71a34db2e,290a86614f190ced416606689e33533ec55e32a9d349484c51626313c897a61d,144,,,unknown_on_gate_layer,,,,,,0,"scalar counted on the CALIBRATED prob layer; isotonic collapses raw fp16 disagreements onto shared knots, so its 0 is not evidence",RTX 2080 Ti,True,run logs; the field postdates these renders (DECISIONS 2026-08-24e),2187441,True,2187441,True,2187441,True,0,0,2187441,0,True,True,,,,,,,
