store,n_img,median_auc,mean_auc,frac_ge_0p7,pooled_pr_auc
fang_embeddings,36,0.7860028418785538,0.7714042727626607,0.8055555555555556,0.7668265471580972
fang_embeddings_f_minnaert,36,0.7558971024843997,0.7279584242809597,0.6388888888888888,0.7193759362563543
