store,n_img,median_auc,mean_auc,frac_ge_0p7,pooled_pr_auc
fang_embeddings,36,0.7860028418785538,0.7711453911797558,0.8055555555555556,0.7660318693580745
fang_embeddings_f_minnaert_center,36,0.7685804086176338,0.74041143897334,0.6666666666666666,0.7555639972604625
