store,n_img,median_auc,mean_auc,frac_ge_0p7,pooled_pr_auc
fang_embeddings,36,0.7860028418785538,0.7714042727626607,0.8055555555555556,0.7668265471580972
fang_embeddings_f_minnaert_center,36,0.7458584181238732,0.6966451386575343,0.5555555555555556,0.6460577395307523
