store,n_img,median_auc,mean_auc,frac_ge_0p7,pooled_pr_auc
fang_embeddings,36,0.7860028418785538,0.7714042727626607,0.8055555555555556,0.7668265471580972
fang_embeddings_f_minnaert_center,36,0.772151256282597,0.7602075511106586,0.75,0.7964273212411526
