n_frames,n_edges,n_components,n_offsets_not_solved,min_shared_tiles,lambda_star,baseline_dp,full_insample_dp,full_heldout_cv_dp,baseline_dlogit,baseline_railed_frac,full_heldout_cv_dlogit,full_railed_frac,lambda_star_dlogit,lambda_star_pfree,pfree_max_abs_offset,pfree_sd_offset,pfree_railed_frac,pfree_insample_dlogit,pfree_insample_dp,pfree_linear_r2,pfree_linear_p,pfree_verdict,pfree_apply,frame_level_spread_logit,lofo_median_pred_err,max_abs_offset,sd_offset,linear_r2,linear_p,quad_r2,quad_p,null_p95_r2,n_blocks,meta_group_r2,meta_group_p,meta_axes,geo_group_r2,geo_group_p,geo_axes,verdict,apply,needs_ruling,why,corr_offset_framemean_pearson,corr_offset_framemean_spearman,n_big_offset_normal_radiometry
906,6014,1,0,200,0.0,0.1622,0.0112,0.0094,1.1731,0.0168,1.1198,0.5181,0.0,0.0,4.913,1.7768,0.0494,1.0972,0.1393,0.0078,0.8931068931068931,NO_TREND,full,3.2411,0.0199,21.311,6.4431,0.9571,0.000999000999000999,0.9605,0.000999000999000999,0.2267,50,0.1083,0.01898101898101898,incidence;epoch_year;subsolar_lat;ln_frame_median,0.1415,0.057942057942057944,mola_elev;themis_night_ir,AMBIGUOUS,full_pending_ruling,True,neither side wins by 0.05 R² — Brian's call (§7 Q3); ship both composites + the smooth field as an H6 diagnostic. metadata R²=0.108 (p=0.019) vs geology R²=0.142 (p=0.058); smooth surface R²=0.957 (p=0.001),0.0497,0.0713,756
