layer,marginal_l1,top_ratio,near_zero_pred,near_zero_true,mean_pred,mean_true,max_pred,ceiling,saturated_frac
rebanked_f,5.4138106936278245e-06,0.8580938235533071,0.19370310354477005,0.1880673942328342,0.014944939864326946,0.014940365900135363,0.2932421875,0.2932421875,6.507747473367043e-06
reused_mosaic,0.002063854788887096,0.8881875683317833,0.10430617650312697,0.1880673942328342,0.01632571686577,0.014940365900135363,0.2932421875,0.2932421875,6.507747473367043e-06
