store,n_img,median_auc,mean_auc,frac_ge_0p7,pooled_pr_auc
fang_embeddings,36,0.7860028418785538,0.7714042727626607,0.8055555555555556,0.7668265471580972
fang_embeddings_f,36,0.7360603182948029,0.6954782089348297,0.5833333333333334,0.6257609524466402
