store,n_img,median_auc,mean_auc,frac_ge_0p7,pooled_pr_auc
fang_embeddings,36,0.7860028418785538,0.7714042727626607,0.8055555555555556,0.7668265471580972
fang_embeddings_f_minnaert_wl,36,0.7927245619833769,0.7469077472113835,0.6944444444444444,0.7838469441576371
